,Bedrock_t,Bedrock_t_low,Bedrock_t_high,Bedrock_bars,Bedrock_humidity,Bedrock_wind_speed,Bedrock_wind_deg,Bedrock_rain_short,Bedrock_rain_long,Bedrock_snow,Bedrock_clouds,Bedrock_weather_main,Bedrock_weather_description,Gotham City_t,Gotham City_t_low,Gotham City_t_high,Gotham City_bars,Gotham City_humidity,Gotham City_wind_speed,Gotham City_wind_deg,Gotham City_rain_short,Gotham City_rain_long,Gotham City_snow,Gotham City_clouds,Gotham City_weather_main,Gotham City_weather_description,New New York_t,New New York_t_low,New New York_t_high,New New York_bars,New New York_humidity,New New York_wind_speed,New New York_wind_deg,New New York_rain_short,New New York_rain_long,New New York_snow,New New York_clouds,New New York_weather_main,New New York_weather_description,Paperopoli_t,Paperopoli_t_low,Paperopoli_t_high,Paperopoli_bars,Paperopoli_humidity,Paperopoli_wind_speed,Paperopoli_wind_deg,Paperopoli_rain_short,Paperopoli_rain_long,Paperopoli_snow,Paperopoli_clouds,Paperopoli_weather_main,Paperopoli_weather_description,Springfield_t,Springfield_t_low,Springfield_t_high,Springfield_bars,Springfield_humidity,Springfield_wind_speed,Springfield_wind_deg,Springfield_rain_short,Springfield_rain_long,Springfield_snow,Springfield_clouds,Springfield_weather_main,Springfield_weather_description,power_consumption
1331,289.55,283.15,292.59,1016,45,4,320,0.0,0.0,0.0,20,clouds,few clouds,284.05,281.15,286.48,1020,93,1,120,0.0,0.0,0.0,40,fog,fog,292.15,286.15,303.15,1016,76,1,0,0.0,0.0,0.0,0,haze,haze,279.39,273.15,282.15,1019,87,2,350,0.0,0.0,0.0,0,clear,sky is clear,290.19,283.15,295.93,1017,68,3,340,0.0,0.0,0.0,20,clouds,few clouds,24202.0
1332,288.4,282.04,292.04,1017,48,3,320,0.0,0.0,0.0,20,clouds,few clouds,283.94,281.15,286.48,1020,93,1,194,0.0,0.0,0.0,40,fog,fog,292.82,285.15,305.15,1016,76,1,50,0.0,0.0,0.0,0,clear,sky is clear,279.37,273.15,282.15,1020,81,1,340,0.0,0.0,0.0,0,clear,sky is clear,289.04,282.59,295.93,1017,63,3,340,0.0,0.0,0.0,20,clouds,few clouds,27434.0
1333,294.61,293.15,296.15,1020,38,1,0,0.0,0.0,0.0,40,clouds,scattered clouds,287.95,281.15,292.04,1022,77,2,140,0.0,0.0,0.0,0,mist,mist,299.87,293.15,310.15,1017,52,5,50,0.0,0.0,0.0,0,clear,sky is clear,283.18,273.15,288.15,1022,71,2,350,0.0,0.0,0.0,0,clear,sky is clear,294.26,288.15,298.15,1020,52,4,310,0.0,0.0,0.0,20,clouds,few clouds,31003.0
1334,296.85,295.93,298.15,1020,38,2,90,0.0,0.0,0.0,20,clouds,few clouds,295.86,293.15,303.71,1023,56,4,330,0.0,0.0,0.0,40,clouds,scattered clouds,305.59,302.15,310.15,1015,27,1,0,0.0,0.0,0.0,0,clear,sky is clear,296.38,295.93,297.15,1020,25,1,360,0.0,0.0,0.0,0,clear,sky is clear,296.06,294.26,298.15,1020,60,4,160,0.0,0.0,0.0,20,clouds,few clouds,29470.0
1335,290.49,285.93,293.15,1022,64,2,330,0.0,0.0,0.0,40,clouds,scattered clouds,286.77,284.15,288.71,1026,93,1,214,0.0,0.0,0.0,75,clouds,broken clouds,298.1,294.15,304.15,1016,46,3,200,0.0,0.0,0.0,0,clear,sky is clear,286.38,285.93,287.15,1022,54,2,360,0.0,0.0,0.0,0,clear,sky is clear,291.22,285.93,296.48,1023,72,1,70,0.0,0.0,0.0,20,clouds,few clouds,23400.0
1336,287.92,283.71,290.37,1022,72,2,300,0.0,0.0,0.0,0,clear,sky is clear,283.51,281.15,286.15,1025,87,1,210,0.0,0.0,0.0,20,clouds,few clouds,294.96,290.15,303.15,1017,82,3,40,0.0,0.0,0.0,0,haze,haze,283.7,283.15,284.15,1023,76,1,360,0.0,0.0,0.0,0,clear,sky is clear,289.15,284.82,294.82,1022,82,4,330,0.0,0.0,0.0,20,clouds,few clouds,22445.0
1337,295.27,293.71,296.48,1024,56,3,320,0.0,0.0,0.0,20,clouds,few clouds,290.0,285.15,293.15,1027,82,1,0,0.0,0.0,0.0,20,mist,mist,301.44,296.15,311.15,1019,60,5,60,0.0,0.0,0.0,0,clear,sky is clear,289.01,287.15,290.93,1025,55,1,0,0.0,0.0,0.0,0,clear,sky is clear,294.13,289.82,298.71,1023,72,1,340,0.0,0.0,0.0,20,clouds,few clouds,27627.0
1338,298.46,297.85,299.15,1024,47,1,0,0.0,0.0,0.0,40,clouds,scattered clouds,296.03,292.15,302.04,1027,64,2,10,0.0,0.0,0.0,40,clouds,scattered clouds,305.85,302.15,310.15,1019,39,3,100,0.0,0.0,0.0,0,clear,sky is clear,296.08,295.15,297.04,1025,40,1,220,0.0,0.0,0.0,0,clear,sky is clear,296.42,294.26,299.82,1023,69,4,180,0.0,0.0,0.0,20,clouds,few clouds,27179.0
1339,299.32,298.15,300.93,1022,44,3,160,0.0,0.0,0.0,20,clouds,few clouds,298.13,294.15,306.48,1025,64,3,350,0.0,0.0,0.0,40,clouds,scattered clouds,306.35,304.15,309.15,1018,33,4,90,0.0,0.0,0.0,0,clear,sky is clear,298.15,298.15,298.15,1024,27,1,20,0.0,0.0,0.0,0,clear,sky is clear,297.37,294.82,301.48,1022,69,7,200,0.0,0.0,0.0,20,clouds,few clouds,25248.0
1340,298.35,298.15,298.71,1022,53,0,0,0.0,0.0,0.0,0,clear,sky is clear,290.08,284.15,294.26,1025,72,0,0,0.0,0.0,0.0,0,mist,mist,304.84,298.15,316.15,1021,39,2,90,0.0,0.0,0.0,0,clear,sky is clear,291.38,290.93,292.15,1024,45,1,140,0.0,0.0,0.0,0,clear,sky is clear,295.54,293.71,297.04,1021,68,4,80,0.0,0.0,0.0,40,clouds,scattered clouds,24520.0
1341,301.56,298.71,303.71,1019,45,5,140,0.0,0.0,0.0,20,clouds,few clouds,300.14,294.15,308.15,1022,47,0,0,0.0,0.0,0.0,0,clear,sky is clear,306.73,304.15,310.15,1019,31,1,140,0.0,0.0,0.0,0,clear,sky is clear,300.72,300.15,301.15,1022,24,2,220,0.0,0.0,0.0,0,clear,sky is clear,296.89,294.26,299.82,1020,64,4,140,0.0,0.0,0.0,20,clouds,few clouds,23439.0
1342,295.6,293.71,298.15,1017,65,5,60,0.0,0.0,0.0,0,clear,sky is clear,291.16,288.71,293.15,1021,68,1,32,0.0,0.0,0.0,0,clear,sky is clear,304.45,303.15,306.15,1003,59,2,350,0.0,0.0,0.0,0,clear,sky is clear,298.82,297.04,300.15,1020,26,2,180,0.0,0.0,0.0,0,clear,sky is clear,292.71,288.15,296.48,1019,68,2,90,0.0,0.0,0.0,20,clouds,few clouds,27672.0
1343,293.15,289.82,296.15,1018,60,2,290,0.0,0.0,0.0,0,clear,sky is clear,287.68,285.93,290.37,1022,87,1,0,0.0,0.0,0.0,0,clear,sky is clear,301.55,298.15,305.15,1019,61,1,250,0.0,0.0,0.0,0,clear,sky is clear,294.73,294.15,295.15,1020,37,0,0,0.0,0.0,0.0,0,clear,sky is clear,292.31,289.26,296.48,1020,73,1,0,0.0,0.0,0.0,20,clouds,few clouds,24589.0
1344,291.95,288.71,294.15,1019,68,1,270,0.0,0.0,0.0,0,clear,sky is clear,286.76,285.15,289.26,1022,87,1,110,0.0,0.0,0.0,0,clear,sky is clear,300.36,298.15,304.15,1019,57,3,270,0.0,0.0,0.0,0,clear,sky is clear,292.11,292.04,292.15,1021,45,1,0,0.0,0.0,0.0,0,clear,sky is clear,292.03,289.26,295.93,1020,73,1,50,0.0,0.0,0.0,20,clouds,few clouds,22970.0
1345,291.09,287.04,293.71,1019,72,1,270,0.0,0.0,0.0,0,clear,sky is clear,285.41,283.15,288.15,1022,87,1,60,0.0,0.0,0.0,0,clear,sky is clear,300.02,297.15,304.15,1019,57,3,270,0.0,0.0,0.0,0,clear,sky is clear,290.66,289.82,292.15,1021,45,4,320,0.0,0.0,0.0,0,clear,sky is clear,291.64,289.26,295.93,1020,82,1,310,0.0,0.0,0.0,40,clouds,scattered clouds,21672.0
1346,288.94,284.26,292.15,1017,77,0,0,0.0,0.0,0.0,0,clear,sky is clear,282.58,282.58,282.58,1019,93,1,152,0.0,0.0,0.0,0,clear,sky is clear,298.09,295.15,302.15,1017,73,2,210,0.0,0.0,0.0,0,clear,sky is clear,284.67,283.71,285.15,1020,62,1,0,0.0,0.0,0.0,0,clear,sky is clear,290.5,288.71,292.04,1017,82,3,320,0.0,0.0,0.0,75,clouds,broken clouds,23680.0
1347,288.37,284.82,291.48,1017,82,1,240,0.0,0.0,0.0,0,clear,sky is clear,282.84,282.84,282.84,1019,96,2,100,0.0,0.0,0.0,10,clear,sky is clear,299.22,294.15,306.15,1018,77,1,200,0.0,0.0,0.0,0,clear,sky is clear,284.13,283.15,285.15,1020,62,2,330,0.0,0.0,0.0,0,clear,sky is clear,290.39,284.82,294.82,1017,82,3,330,0.0,0.0,0.0,75,clouds,broken clouds,28601.0
1348,302.42,300.37,303.71,1015,28,1,150,0.0,0.0,0.0,0,clear,sky is clear,298.21,298.21,298.21,1018,66,2,165,0.0,0.0,0.0,37,clouds,scattered clouds,306.57,301.15,314.15,1018,48,1,0,0.0,0.0,0.0,0,dust,dust,299.31,298.15,300.15,1019,22,1,250,0.0,0.0,0.0,0,clear,sky is clear,296.6,294.82,299.82,1016,73,4,120,0.0,0.0,0.0,20,clouds,few clouds,30730.0
1349,302.24,299.82,303.71,1015,40,6,130,0.0,0.0,0.0,20,clouds,few clouds,299.43,294.15,308.71,1018,68,4,330,0.0,0.0,0.0,75,clouds,broken clouds,307.66,303.15,314.15,1018,43,2,0,0.0,0.0,0.0,0,dust,dust,300.71,300.15,301.15,1018,21,2,220,0.0,0.0,0.0,0,clear,sky is clear,297.74,295.37,301.48,1015,73,4,110,0.0,0.0,0.0,20,clouds,few clouds,30361.0
1350,290.55,288.71,292.04,1013,59,1,0,0.0,0.0,0.0,0,clear,sky is clear,288.51,287.15,290.15,1017,77,4,300,0.0,0.0,0.0,75,clouds,broken clouds,298.24,291.15,311.15,1017,77,2,190,0.0,0.0,0.0,0,fog,fog,282.72,282.04,284.15,1016,62,1,10,0.0,0.0,0.0,0,clear,sky is clear,291.81,288.15,296.48,1013,82,3,320,0.0,0.0,0.0,20,clouds,few clouds,30381.0
1351,299.55,297.59,300.93,1012,42,2,80,0.0,0.0,0.0,0,clear,sky is clear,292.17,290.15,294.82,1017,63,5,300,0.0,0.0,0.0,75,clouds,broken clouds,304.15,300.15,310.15,1017,42,3,260,0.0,0.0,0.0,0,clear,sky is clear,294.91,293.71,297.15,1016,29,1,100,0.0,0.0,0.0,0,clear,sky is clear,297.47,294.26,301.48,1013,69,4,100,0.0,0.0,0.0,20,clouds,few clouds,32408.0
1352,297.22,295.37,298.15,1010,73,4,60,0.0,0.0,0.0,0,clear,sky is clear,288.93,287.59,290.15,1017,77,5,290,0.3,0.0,0.0,75,rain,light rain,303.85,301.15,305.15,1014,28,6,250,0.0,0.0,0.0,0,clear,sky is clear,300.71,298.71,302.15,1013,15,7,290,0.0,0.0,0.0,0,clear,sky is clear,293.56,290.93,296.48,1011,78,7,60,0.0,0.0,0.0,40,clouds,scattered clouds,32433.0
1353,294.8,293.71,296.15,1011,83,3,50,0.0,0.0,0.0,20,clouds,few clouds,287.79,286.15,289.26,1018,93,3,290,0.3,0.0,0.0,75,rain,light rain,300.29,298.15,304.15,1006,58,2,330,0.0,0.0,0.0,0,clear,sky is clear,295.77,293.15,298.15,1014,23,3,290,0.0,0.0,0.0,0,clear,sky is clear,292.3,288.15,296.48,1012,77,5,60,0.0,0.0,0.0,20,clouds,few clouds,29243.0
1354,293.81,290.93,296.15,1011,83,2,0,0.0,0.0,0.0,20,clouds,few clouds,287.51,286.15,288.71,1018,93,2,270,0.9,0.0,0.0,75,rain,moderate rain,298.52,294.15,304.15,1015,60,3,230,0.0,0.0,0.0,0,clear,sky is clear,293.09,292.04,294.15,1015,30,2,20,0.0,0.0,0.0,0,clear,sky is clear,292.68,289.26,296.48,1012,73,5,60,0.0,0.0,0.0,20,clouds,few clouds,26630.0
1355,291.1,287.04,293.71,1012,88,1,0,0.0,0.0,0.0,0,clear,sky is clear,286.485,286.485,286.485,1019,87,3,315,0.3,0.0,0.0,75,rain,light rain,296.75,292.15,304.15,1015,63,0,0,0.0,0.0,0.0,0,clear,sky is clear,288.76,288.15,290.15,1015,42,1,0,0.0,0.0,0.0,0,clear,sky is clear,291.93,288.15,295.93,1012,77,1,40,0.0,0.0,0.0,20,clouds,few clouds,23053.0
1356,298.21,297.04,299.15,1015,39,2,230,0.0,0.0,0.0,20,clouds,few clouds,288.13,287.15,289.15,1020,93,2,309,0.3,0.0,0.0,75,rain,light rain,304.58,298.15,313.15,1016,39,0,0,0.0,0.0,0.0,0,clear,sky is clear,293.45,293.15,294.15,1019,37,3,50,0.0,0.0,0.0,0,clear,sky is clear,295.17,293.71,297.59,1013,52,4,180,0.0,0.0,0.0,20,clouds,few clouds,32102.0
1357,295.06,293.15,297.15,1015,53,3,140,0.0,0.0,0.0,0,clear,sky is clear,288.1,286.15,290.15,1021,93,0,327,0.0,0.0,0.0,75,drizzle,drizzle,299.49,297.15,304.15,1015,41,4,260,0.0,0.0,0.0,0,clear,sky is clear,294.67,293.71,295.15,1018,37,3,20,0.0,0.0,0.0,0,clear,sky is clear,292.29,288.71,295.37,1015,72,4,160,0.0,0.0,0.0,20,clouds,few clouds,31952.0
1358,290.53,287.59,293.15,1017,68,2,340,0.0,0.0,0.0,0,clear,sky is clear,287.1,286.15,287.59,1022,100,1,205,0.0,0.0,0.0,75,drizzle,drizzle,295.36,292.15,302.15,1016,82,3,180,0.0,0.0,0.0,0,clear,sky is clear,289.0,288.71,289.15,1020,55,0,0,0.0,0.0,0.0,0,clear,sky is clear,290.66,286.48,294.26,1017,68,4,160,0.0,0.0,0.0,40,clouds,scattered clouds,23117.0
1359,289.58,288.15,291.48,1018,72,1,0,0.0,0.0,0.0,20,clouds,few clouds,287.0205,287.0205,287.0205,1021,95,1,166,0.3,0.0,0.0,75,rain,light rain,295.83,289.15,308.15,1017,77,2,60,0.0,0.0,0.0,0,clear,sky is clear,284.37,284.15,284.82,1020,76,1,350,0.0,0.0,0.0,0,clear,sky is clear,289.91,286.48,293.15,1018,63,3,330,0.0,0.0,0.0,40,clouds,scattered clouds,29559.0
1360,297.71,296.48,299.26,1018,44,3,140,0.0,0.0,0.0,20,clouds,few clouds,297.95,293.15,306.48,1021,60,0,0,0.0,0.0,0.0,20,clouds,few clouds,302.7,298.15,308.15,1018,50,0,160,0.0,0.0,0.0,0,clear,sky is clear,296.78,296.15,297.15,1020,33,1,190,0.0,0.0,0.0,0,clear,sky is clear,296.13,293.15,300.37,1018,60,5,200,0.0,0.0,0.0,20,clouds,few clouds,29833.0
1361,290.41,288.15,292.15,1019,72,2,320,0.0,0.0,0.0,0,clear,sky is clear,287.28,285.15,289.82,1022,87,0,0,0.0,0.0,0.0,0,clear,sky is clear,296.5,293.15,302.15,1018,82,2,260,0.0,0.0,0.0,0,clear,sky is clear,294.59,293.71,296.15,1020,18,3,40,0.0,0.0,0.0,0,clear,sky is clear,291.02,288.15,294.26,1018,68,0,330,0.0,0.0,0.0,20,clouds,few clouds,24957.0
1362,289.82,289.15,290.37,1018,82,1,0,0.0,0.0,0.0,0,clear,sky is clear,285.26,283.15,286.48,1022,100,1,0,0.0,0.0,0.0,90,fog,fog,295.52,291.15,302.15,1018,82,1,200,0.0,0.0,0.0,0,clear,sky is clear,289.49,288.15,290.15,1020,69,2,340,0.0,0.0,0.0,0,clear,sky is clear,288.74,286.48,290.93,1018,72,3,320,0.0,0.0,0.0,20,clouds,few clouds,22326.0
1363,289.47,288.15,290.37,1018,82,1,270,0.0,0.0,0.0,0,clear,sky is clear,284.665,284.665,284.665,1021,93,0,55,0.0,0.0,0.0,38,clouds,scattered clouds,296.22,290.15,305.15,1018,77,0,0,0.0,0.0,0.0,90,clouds,overcast clouds,283.15,283.15,283.15,1020,53,1,360,0.0,0.0,0.0,0,clear,sky is clear,289.72,287.04,293.71,1017,67,4,330,0.0,0.0,0.0,0,clear,sky is clear,29792.0
1364,293.48,291.15,296.48,1018,68,0,0,0.0,0.0,0.0,0,clear,sky is clear,286.19,284.15,287.15,1021,87,1,0,0.0,0.0,0.0,20,fog,fog,297.29,290.15,307.15,1018,77,2,78,0.0,0.0,0.0,90,clouds,overcast clouds,286.75,285.15,288.15,1021,44,0,0,0.0,0.0,0.0,0,clear,sky is clear,291.93,288.71,294.82,1018,63,4,320,0.0,0.0,0.0,0,clear,sky is clear,30587.0
1365,296.54,295.15,297.59,1018,43,1,320,0.0,0.0,0.0,0,clear,sky is clear,288.575,288.575,288.575,1021,79,1,79,0.0,0.0,0.0,10,clear,sky is clear,299.68,293.15,310.15,1019,73,2,78,0.0,0.0,0.0,90,clouds,overcast clouds,289.04,288.15,291.15,1021,31,1,0,0.0,0.0,0.0,0,clear,sky is clear,293.57,292.15,295.93,1018,55,2,330,0.0,0.0,0.0,20,clouds,few clouds,31120.0
1366,301.14,299.26,303.71,1016,42,4,110,0.0,0.0,0.0,20,clouds,few clouds,298.02,295.15,303.71,1021,60,4,60,0.0,0.0,0.0,0,clear,sky is clear,301.68,298.15,307.15,1004,63,6,320,0.0,0.0,0.0,0,clear,sky is clear,301.38,300.93,302.15,1019,14,1,250,0.0,0.0,0.0,0,clear,sky is clear,296.46,293.71,299.26,1017,64,4,110,0.0,0.0,0.0,20,clouds,few clouds,29807.0
1367,300.34,298.71,302.04,1016,47,5,110,0.0,0.0,0.0,20,clouds,few clouds,298.25,295.15,303.71,1020,53,3,70,0.0,0.0,0.0,0,clear,sky is clear,303.34,301.15,306.15,1016,39,1,180,0.0,0.0,0.0,0,clear,sky is clear,302.85,302.15,303.15,1018,13,2,200,0.0,0.0,0.0,0,clear,sky is clear,295.35,294.26,297.04,1016,68,2,160,0.0,0.0,0.0,20,clouds,few clouds,29865.0
1368,298.65,297.59,299.26,1015,54,4,110,0.0,0.0,0.0,20,clouds,few clouds,295.73834375,295.73834375,295.73834375,1019,60,2,63,0.0,0.0,0.0,0,clear,sky is clear,303.62,302.15,305.15,1015,37,1,210,0.0,0.0,0.0,0,clear,sky is clear,303.15,303.15,303.15,1017,13,0,310,0.0,0.0,0.0,0,clear,sky is clear,295.0,291.48,300.37,1016,68,2,160,0.0,0.0,0.0,20,clouds,few clouds,29570.0
1369,290.84,287.59,293.15,1017,82,1,260,0.0,0.0,0.0,0,clear,sky is clear,288.38,287.15,290.15,1021,88,0,53,0.0,0.0,0.0,40,clouds,scattered clouds,298.39,295.15,303.15,1016,60,1,220,0.0,0.0,0.0,0,clear,sky is clear,295.4,293.71,297.15,1019,24,1,0,0.0,0.0,0.0,0,clear,sky is clear,292.77,289.82,295.37,1018,83,2,60,0.0,0.0,0.0,40,clouds,scattered clouds,25219.0
1370,288.51,284.82,292.04,1016,82,1,289,0.0,0.0,0.0,0,clear,sky is clear,287.09,286.48,287.59,1020,93,1,223,0.0,0.0,0.0,90,clouds,overcast clouds,295.05,291.15,301.15,1016,82,2,180,0.0,0.0,0.0,0,clear,sky is clear,287.11,287.04,287.15,1019,44,2,350,0.0,0.0,0.0,0,clear,sky is clear,290.72,288.15,291.48,1017,88,1,350,0.0,0.0,0.0,20,clouds,few clouds,21515.0
1371,298.23,297.59,299.15,1017,54,1,0,0.0,0.0,0.0,20,clouds,few clouds,298.17,294.15,305.37,1020,56,2,110,0.0,0.0,0.0,20,clouds,few clouds,303.82,300.15,310.15,1016,44,1,280,0.0,0.0,0.0,0,clear,sky is clear,300.04,299.82,300.15,1018,18,1,150,0.0,0.0,0.0,0,clear,sky is clear,295.52,293.15,298.15,1018,78,4,110,0.0,0.0,0.0,75,clouds,broken clouds,27178.0
1372,290.7,286.48,293.15,1018,77,4,320,0.0,0.0,0.0,40,clouds,scattered clouds,283.82,281.15,285.15,1021,100,1,224,0.0,0.0,0.0,40,fog,fog,293.2,288.15,301.15,1016,72,1,130,0.0,0.0,0.0,0,haze,haze,288.44,287.04,289.15,1019,51,1,0,0.0,0.0,0.0,0,clear,sky is clear,289.77,284.82,294.26,1019,77,2,320,0.0,0.0,0.0,20,clouds,few clouds,20532.0
1373,290.94,287.59,293.15,1018,77,1,300,0.0,0.0,0.0,75,clouds,broken clouds,283.96,280.15,285.93,1022,100,1,110,0.0,0.0,0.0,40,fog,fog,295.1,288.15,306.15,1016,77,0,0,0.0,0.0,0.0,0,clear,sky is clear,286.75,286.15,287.15,1019,58,2,330,0.0,0.0,0.0,0,clear,sky is clear,290.35,285.93,293.71,1019,82,2,340,0.9,0.0,0.0,40,rain,moderate rain,22131.0
1374,294.28,291.48,296.48,1019,73,2,310,0.0,0.0,0.0,75,clouds,broken clouds,287.49,285.15,289.15,1023,87,0,0,0.0,0.0,0.0,40,mist,mist,300.76,293.15,312.15,1017,46,2,60,0.0,0.0,0.0,0,clear,sky is clear,291.45,290.15,293.15,1020,45,1,0,0.0,0.0,0.0,0,clear,sky is clear,292.96,288.71,294.82,1020,64,3,60,12.0,0.0,0.0,75,rain,very heavy rain,24288.0
1375,294.3,292.15,297.59,1021,82,7,60,0.0,0.0,0.0,40,thunderstorm,thunderstorm,295.94,292.15,302.04,1023,72,3,320,0.0,0.0,0.0,40,clouds,scattered clouds,305.37,302.15,310.15,1017,20,1,110,0.0,0.0,0.0,0,clear,sky is clear,299.38,299.15,299.82,1020,26,1,240,0.0,0.0,0.0,0,clear,sky is clear,295.19,293.71,298.71,1021,68,1,100,12.0,0.0,0.0,20,rain,very heavy rain,24974.0
1376,291.22,287.04,294.26,1020,82,5,320,0.9,0.0,0.0,40,thunderstorm,thunderstorm,296.09,294.15,300.93,1022,64,3,10,0.0,0.0,0.0,40,clouds,scattered clouds,306.51,306.15,307.15,1015,13,3,190,0.0,0.0,0.0,0,clear,sky is clear,299.74,299.15,300.93,1018,29,2,80,0.0,0.0,0.0,40,clouds,scattered clouds,294.91,292.59,296.48,1020,68,1,170,0.0,0.0,0.0,20,clouds,few clouds,23052.0
1377,288.57,284.82,291.15,1021,88,2,310,0.0,0.0,0.0,20,clouds,few clouds,285.38,283.15,287.15,1024,93,1,0,0.0,0.0,0.0,20,clouds,few clouds,299.28,296.15,303.15,1016,29,4,200,0.0,0.0,0.0,0,clear,sky is clear,291.75,291.15,292.15,1021,42,4,160,0.0,0.0,0.0,20,clouds,few clouds,290.13,285.93,294.26,1022,77,2,330,0.0,0.0,0.0,20,clouds,few clouds,22815.0
1378,288.19,283.71,291.48,1021,88,3,320,0.0,0.0,0.0,20,clouds,few clouds,283.01,280.15,284.82,1024,93,1,243,0.0,0.0,0.0,20,clouds,few clouds,296.87,292.15,301.15,1017,45,2,259,0.0,0.0,0.0,0,clear,sky is clear,288.09,287.04,289.15,1022,59,1,0,0.0,0.0,0.0,0,clear,sky is clear,289.72,286.48,293.71,1022,72,3,330,0.0,0.0,0.0,20,clouds,few clouds,20633.0
1379,288.09,283.71,292.04,1021,93,4,330,0.0,0.0,0.0,40,clouds,scattered clouds,281.77,278.15,284.26,1024,100,1,222,0.0,0.0,0.0,20,clouds,few clouds,293.58,291.15,299.15,1008,94,2,120,0.0,0.0,0.0,20,mist,mist,286.02,284.82,287.15,1021,54,0,0,0.0,0.0,0.0,0,clear,sky is clear,288.89,284.82,293.15,1022,77,4,330,0.0,0.0,0.0,20,clouds,few clouds,21239.0
1380,291.31,288.71,293.15,1021,72,2,90,0.0,0.0,0.0,20,clouds,few clouds,294.32,293.15,295.15,1021,64,3,120,0.0,0.0,0.0,0,clear,sky is clear,301.53,298.15,304.15,1014,23,6,120,0.9,0.0,0.0,20,thunderstorm,proximity thunderstorm,296.75,295.93,297.15,1019,33,1,0,0.0,0.0,0.0,20,clouds,few clouds,292.61,288.71,295.15,1021,73,2,100,0.0,0.0,0.0,20,clouds,few clouds,32046.0
1381,290.74,287.59,293.15,1021,77,0,0,0.0,0.0,0.0,20,clouds,few clouds,291.54,289.26,293.15,1021,72,0,0,0.0,0.0,0.0,0,clear,sky is clear,300.54,297.15,304.15,1015,47,3,81,0.3,0.0,0.0,40,rain,light rain,294.73,293.71,296.15,1019,43,3,120,0.0,0.0,0.0,20,clouds,few clouds,292.58,289.82,294.82,1021,77,2,80,0.3,0.0,0.0,20,rain,light rain,31888.0
1382,288.06,284.82,290.15,1021,88,3,330,0.0,0.0,0.0,20,clouds,few clouds,287.62,285.15,290.93,1022,93,0,170,0.0,0.0,0.0,0,clear,sky is clear,298.1,295.15,302.15,1017,49,4,60,0.0,0.0,0.0,20,clouds,few clouds,291.81,291.15,292.15,1021,55,1,90,0.0,0.0,0.0,20,clouds,few clouds,291.21,288.71,294.82,1021,82,1,330,0.0,0.0,0.0,20,clouds,few clouds,23475.0
1383,287.14,283.71,289.26,1020,87,3,300,0.0,0.0,0.0,20,clouds,few clouds,285.92,282.15,289.26,1022,100,0,87,0.0,0.0,0.0,0,clear,sky is clear,298.27,295.15,301.15,1016,60,3,100,0.0,0.0,0.0,0,clear,sky is clear,289.73,289.15,290.15,1021,59,0,0,0.0,0.0,0.0,20,clouds,few clouds,290.88,287.04,294.82,1021,82,3,330,0.0,0.0,0.0,20,clouds,few clouds,22409.0
1384,293.03,291.15,294.82,1018,68,3,330,0.0,0.0,0.0,75,clouds,broken clouds,287.3,284.15,290.93,1019,100,0,0,0.0,0.0,0.0,40,fog,fog,299.75,293.15,312.15,1008,24,3,150,0.0,0.0,0.0,0,clear,sky is clear,287.42,287.04,288.15,1019,62,1,0,0.0,0.0,0.0,0,clear,sky is clear,291.17,287.59,293.15,1019,88,6,60,0.0,0.0,0.0,75,clouds,broken clouds,31185.0
1385,292.95,292.59,293.15,1018,60,2,310,0.0,0.0,0.0,40,clouds,scattered clouds,289.24,284.15,291.48,1019,100,1,228,0.0,0.0,0.0,40,mist,mist,301.59,294.15,312.15,1015,60,4,60,0.0,0.0,0.0,0,clear,sky is clear,290.74,290.15,292.04,1019,59,1,360,0.0,0.0,0.0,0,clear,sky is clear,292.48,288.71,296.48,1020,82,6,70,0.9,0.0,0.0,75,drizzle,light intensity drizzle,31570.0
1386,292.95,292.59,293.15,1018,60,2,310,0.0,0.0,0.0,40,clouds,scattered clouds,289.24,284.15,291.48,1019,100,1,228,0.0,0.0,0.0,40,mist,mist,301.59,294.15,312.15,1015,60,4,60,0.0,0.0,0.0,0,clear,sky is clear,290.74,290.15,292.04,1019,59,1,360,0.0,0.0,0.0,0,clear,sky is clear,292.48,288.71,296.48,1020,82,6,70,0.9,0.0,0.0,75,drizzle,light intensity drizzle,31570.0
1387,292.95,292.59,293.15,1018,60,2,310,0.0,0.0,0.0,40,clouds,scattered clouds,289.24,284.15,291.48,1019,100,1,228,0.0,0.0,0.0,40,mist,mist,301.59,294.15,312.15,1015,60,4,60,0.0,0.0,0.0,0,clear,sky is clear,290.74,290.15,292.04,1019,59,1,360,0.0,0.0,0.0,0,clear,sky is clear,292.48,288.71,296.48,1020,82,6,70,0.9,0.0,0.0,75,drizzle,light intensity drizzle,31570.0
1388,292.95,292.59,293.15,1018,60,2,310,0.0,0.0,0.0,40,clouds,scattered clouds,289.24,284.15,291.48,1019,100,1,228,0.0,0.0,0.0,40,fog,fog,301.59,294.15,312.15,1015,60,4,60,0.0,0.0,0.0,0,clear,sky is clear,290.74,290.15,292.04,1019,59,1,360,0.0,0.0,0.0,0,clear,sky is clear,292.48,288.71,296.48,1020,82,6,70,0.9,0.0,0.0,75,drizzle,light intensity drizzle,31570.0
